Pregunta,Respuesta,Categoría
[HYP-05] Live Migration falla con 0x80090304 entre hosts Hyper‑V (ciclo #5).,"Parece que desincronización de reloj (Kerberos) o SPNs inconsistentes. Prueba esto: 2. `w32tm /resync` en ambos hosts. 3. `setspn -X` para detectar duplicados y corregir. 4. valida grupo 'Hyper‑V Administrators' y permisos DCOM. Como recomendación, NTP centralizado y monitoreo con `w32tm /monitor`.",Virtualización Avanzada
[HYP-06] Live Migration falla con 0x80090304 entre hosts Hyper‑V (ciclo #6).,"Parece que desincronización de reloj (Kerberos) o SPNs inconsistentes. Prueba esto: 2. `w32tm /resync` en ambos hosts. 3. `setspn -X` para detectar duplicados y corregir. 4. valida grupo 'Hyper‑V Administrators' y permisos DCOM. Como recomendación, NTP centralizado y monitoreo con `w32tm /monitor`.",Virtualización Avanzada
[HYP-07] Live Migration falla con 0x80090304 entre hosts Hyper‑V (ciclo #7).,"Parece que desincronización de reloj (Kerberos) o SPNs inconsistentes. Prueba esto: 2. `w32tm /resync` en ambos hosts. 3. `setspn -X` para detectar duplicados y corregir. 4. valida grupo 'Hyper‑V Administrators' y permisos DCOM. Como recomendación, NTP centralizado y monitoreo con `w32tm /monitor`.",Virtualización Avanzada
[HYP-08] Live Migration falla con 0x80090304 entre hosts Hyper‑V (ciclo #8).,"Parece que desincronización de reloj (Kerberos) o SPNs inconsistentes. Prueba esto: 2. `w32tm /resync` en ambos hosts. 3. `setspn -X` para detectar duplicados y corregir. 4. valida grupo 'Hyper‑V Administrators' y permisos DCOM. Como recomendación, NTP centralizado y monitoreo con `w32tm /monitor`.",Virtualización Avanzada
[HYP-09] Live Migration falla con 0x80090304 entre hosts Hyper‑V (ciclo #9).,"Parece que desincronización de reloj (Kerberos) o SPNs inconsistentes. Prueba esto: 2. `w32tm /resync` en ambos hosts. 3. `setspn -X` para detectar duplicados y corregir. 4. valida grupo 'Hyper‑V Administrators' y permisos DCOM. Como recomendación, NTP centralizado y monitoreo con `w32tm /monitor`.",Virtualización Avanzada
[HYP-10] Live Migration falla con 0x80090304 entre hosts Hyper‑V (ciclo #10).,"Parece que desincronización de reloj (Kerberos) o SPNs inconsistentes. Prueba esto: 2. `w32tm /resync` en ambos hosts. 3. `setspn -X` para detectar duplicados y corregir. 4. valida grupo 'Hyper‑V Administrators' y permisos DCOM. Como recomendación, NTP centralizado y monitoreo con `w32tm /monitor`.",Virtualización Avanzada
[HYP-11] Live Migration falla con 0x80090304 entre hosts Hyper‑V (ciclo #11).,"Parece que desincronización de reloj (Kerberos) o SPNs inconsistentes. Prueba esto: 2. `w32tm /resync` en ambos hosts. 3. `setspn -X` para detectar duplicados y corregir. 4. valida grupo 'Hyper‑V Administrators' y permisos DCOM. Como recomendación, NTP centralizado y monitoreo con `w32tm /monitor`.",Virtualización Avanzada
[HYP-12] Live Migration falla con 0x80090304 entre hosts Hyper‑V (ciclo #12).,"Parece que desincronización de reloj (Kerberos) o SPNs inconsistentes. Prueba esto: 2. `w32tm /resync` en ambos hosts. 3. `setspn -X` para detectar duplicados y corregir. 4. valida grupo 'Hyper‑V Administrators' y permisos DCOM. Como recomendación, NTP centralizado y monitoreo con `w32tm /monitor`.",Virtualización Avanzada
[HYP-13] Live Migration falla con 0x80090304 entre hosts Hyper‑V (ciclo #13).,"Parece que desincronización de reloj (Kerberos) o SPNs inconsistentes. Prueba esto: 2. `w32tm /resync` en ambos hosts. 3. `setspn -X` para detectar duplicados y corregir. 4. valida grupo 'Hyper‑V Administrators' y permisos DCOM. Como recomendación, NTP centralizado y monitoreo con `w32tm /monitor`.",Virtualización Avanzada
[HYP-14] Live Migration falla con 0x80090304 entre hosts Hyper‑V (ciclo #14).,"Parece que desincronización de reloj (Kerberos) o SPNs inconsistentes. Prueba esto: 2. `w32tm /resync` en ambos hosts. 3. `setspn -X` para detectar duplicados y corregir. 4. valida grupo 'Hyper‑V Administrators' y permisos DCOM. Como recomendación, NTP centralizado y monitoreo con `w32tm /monitor`.",Virtualización Avanzada
[HYP-15] Live Migration falla con 0x80090304 entre hosts Hyper‑V (ciclo #15).,"Parece que desincronización de reloj (Kerberos) o SPNs inconsistentes. Prueba esto: 2. `w32tm /resync` en ambos hosts. 3. `setspn -X` para detectar duplicados y corregir. 4. valida grupo 'Hyper‑V Administrators' y permisos DCOM. Como recomendación, NTP centralizado y monitoreo con `w32tm /monitor`.",Virtualización Avanzada
[HYP-16] Live Migration falla con 0x80090304 entre hosts Hyper‑V (ciclo #16).,"Parece que desincronización de reloj (Kerberos) o SPNs inconsistentes. Prueba esto: 2. `w32tm /resync` en ambos hosts. 3. `setspn -X` para detectar duplicados y corregir. 4. valida grupo 'Hyper‑V Administrators' y permisos DCOM. Como recomendación, NTP centralizado y monitoreo con `w32tm /monitor`.",Virtualización Avanzada
[HYP-17] Live Migration falla con 0x80090304 entre hosts Hyper‑V (ciclo #17).,"Parece que desincronización de reloj (Kerberos) o SPNs inconsistentes. Prueba esto: 2. `w32tm /resync` en ambos hosts. 3. `setspn -X` para detectar duplicados y corregir. 4. valida grupo 'Hyper‑V Administrators' y permisos DCOM. Como recomendación, NTP centralizado y monitoreo con `w32tm /monitor`.",Virtualización Avanzada
[HYP-18] Live Migration falla con 0x80090304 entre hosts Hyper‑V (ciclo #18).,"Parece que desincronización de reloj (Kerberos) o SPNs inconsistentes. Prueba esto: 2. `w32tm /resync` en ambos hosts. 3. `setspn -X` para detectar duplicados y corregir. 4. valida grupo 'Hyper‑V Administrators' y permisos DCOM. Como recomendación, NTP centralizado y monitoreo con `w32tm /monitor`.",Virtualización Avanzada
[HYP-19] Live Migration falla con 0x80090304 entre hosts Hyper‑V (ciclo #19).,"Parece que desincronización de reloj (Kerberos) o SPNs inconsistentes. Prueba esto: 2. `w32tm /resync` en ambos hosts. 3. `setspn -X` para detectar duplicados y corregir. 4. valida grupo 'Hyper‑V Administrators' y permisos DCOM. Como recomendación, NTP centralizado y monitoreo con `w32tm /monitor`.",Virtualización Avanzada
[HYP-20] Live Migration falla con 0x80090304 entre hosts Hyper‑V (ciclo #20).,"Parece que desincronización de reloj (Kerberos) o SPNs inconsistentes. Prueba esto: 2. `w32tm /resync` en ambos hosts. 3. `setspn -X` para detectar duplicados y corregir. 4. valida grupo 'Hyper‑V Administrators' y permisos DCOM. Como recomendación, NTP centralizado y monitoreo con `w32tm /monitor`.",Virtualización Avanzada
[MAIL-01] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #1).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-02] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #2).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-03] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #3).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-04] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #4).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-05] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #5).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-06] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #6).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-07] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #7).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-08] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #8).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-09] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #9).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-10] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #10).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-11] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #11).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-12] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #12).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-13] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #13).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-14] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #14).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-15] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #15).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-16] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #16).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-17] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #17).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-18] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #18).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-19] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #19).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[MAIL-20] Outlook queda en 'Conectando' con Exchange On‑Prem tras cambio de red (incidente #20).,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Prueba esto: 2. usa 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy en Opciones de Internet. 4. valida registros SCP en Active Directory. 5. reconstruye el perfil si persiste. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
[SEC-01] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #1).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-02] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #2).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-03] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #3).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-04] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #4).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-05] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #5).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-06] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #6).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-07] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #7).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-08] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #8).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-09] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #9).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-10] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #10).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-11] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #11).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-12] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #12).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-13] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #13).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-14] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #14).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-15] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #15).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-16] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #16).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-17] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #17).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-18] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #18).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-19] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #19).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[SEC-20] Bloqueo de cuenta de dominio cada 30 minutos (usuario crítico #20).,"Parece que credenciales antiguas guardadas en servicios o tareas programadas. Prueba esto: 2. revisa eventos 4740 para identificar el origen. 3. actualiza credenciales en servicios y Programador de tareas. 4. fuerza cambio de contraseña y valida replicación. Como recomendación, gestor de credenciales y rotación controlada con alertas.",Seguridad Informática
[MON-01] Logs del sistema crecen sin control y llenan disco (servidores lote #1).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[MON-02] Logs del sistema crecen sin control y llenan disco (servidores lote #2).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[MON-03] Logs del sistema crecen sin control y llenan disco (servidores lote #3).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[MON-04] Logs del sistema crecen sin control y llenan disco (servidores lote #4).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[MON-05] Logs del sistema crecen sin control y llenan disco (servidores lote #5).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[MON-06] Logs del sistema crecen sin control y llenan disco (servidores lote #6).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[MON-07] Logs del sistema crecen sin control y llenan disco (servidores lote #7).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[MON-08] Logs del sistema crecen sin control y llenan disco (servidores lote #8).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[MON-09] Logs del sistema crecen sin control y llenan disco (servidores lote #9).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[MON-10] Logs del sistema crecen sin control y llenan disco (servidores lote #10).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[MON-11] Logs del sistema crecen sin control y llenan disco (servidores lote #11).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[MON-12] Logs del sistema crecen sin control y llenan disco (servidores lote #12).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[MON-13] Logs del sistema crecen sin control y llenan disco (servidores lote #13).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[MON-14] Logs del sistema crecen sin control y llenan disco (servidores lote #14).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[MON-15] Logs del sistema crecen sin control y llenan disco (servidores lote #15).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[MON-16] Logs del sistema crecen sin control y llenan disco (servidores lote #16).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[MON-17] Logs del sistema crecen sin control y llenan disco (servidores lote #17).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
